@tasks 236
T0 171 1(314) 116(138) 133(374) 187(213) 3(268) 6(257) 7(123) 8(129) 9(259) 10(190) 12(373) 13(314) 14(104) 15(31) 16(177) 17(330) 18(98) 20(44) 21(159) 22(86) 24(326) 25(389) 26(233) 27(148) 28(99) 29(243) 35(370) 38(36) 39(156) 42(378) 43(273) 44(78) 45(184) 46(217) 47(299) 48(53) 49(26) 50(22) 54(182) 55(286) 56(164) 58(155) 59(200) 60(269) 62(138) 64(377) 66(151) 69(236) 70(373) 71(310) 72(275) 73(299) 74(299) 75(108) 77(48) 79(350) 81(351) 82(18) 83(339) 84(59) 85(348) 86(212) 87(137) 88(132) 91(381) 92(388) 94(137) 95(7) 96(363) 98(320) 99(293) 100(127) 101(27) 102(46) 104(348) 105(118) 107(375) 108(51) 109(306) 111(349) 113(362) 114(181) 115(248) 117(213) 118(241) 119(248) 120(116) 121(145) 122(218) 123(55) 124(156) 125(118) 126(219) 128(246) 130(251) 131(200) 132(186) 135(340) 137(159) 139(149) 140(260) 144(53) 145(229) 146(240) 150(51) 151(129) 152(358) 153(26) 154(181) 155(264) 156(327) 157(95) 158(398) 159(128) 160(260) 161(191) 162(376) 163(376) 164(336) 166(147) 167(383) 168(45) 169(265) 170(154) 171(291) 173(68) 174(354) 176(77) 178(9) 180(114) 181(179) 182(221) 184(119) 186(360) 188(61) 191(122) 192(89) 193(371) 194(100) 195(222) 196(188) 197(28) 198(269) 199(186) 200(156) 201(130) 202(377) 204(132) 206(58) 207(266) 208(231) 209(42) 210(263) 211(97) 213(196) 214(154) 216(165) 218(103) 220(183) 222(174) 223(169) 224(314) 225(396) 226(240) 227(226) 228(9) 229(362) 230(268) 231(381) 232(62) 233(90) 
T1 0 
T2 0 
T3 0 
T4 0 
T5 0 
T6 0 
T7 0 
T8 0 
T9 0 
T10 0 
T11 0 
T12 0 
T13 0 
T14 0 
T15 0 
T16 0 
T17 0 
T18 0 
T19 0 
T20 0 
T21 0 
T22 0 
T23 0 
T24 0 
T25 0 
T26 0 
T27 0 
T28 0 
T29 0 
T30 0 
T31 0 
T32 0 
T33 0 
T34 0 
T35 0 
T36 0 
T37 0 
T38 0 
T39 0 
T40 0 
T41 0 
T42 0 
T43 0 
T44 0 
T45 0 
T46 0 
T47 0 
T48 0 
T49 0 
T50 0 
T51 0 
T52 0 
T53 0 
T54 0 
T55 0 
T56 0 
T57 0 
T58 0 
T59 0 
T60 0 
T61 0 
T62 0 
T63 0 
T64 0 
T65 0 
T66 0 
T67 0 
T68 0 
T69 0 
T70 0 
T71 0 
T72 0 
T73 0 
T74 0 
T75 0 
T76 0 
T77 0 
T78 0 
T79 0 
T80 0 
T81 0 
T82 0 
T83 0 
T84 0 
T85 0 
T86 0 
T87 0 
T88 0 
T89 0 
T90 0 
T91 0 
T92 0 
T93 0 
T94 0 
T95 0 
T96 0 
T97 0 
T98 0 
T99 0 
T100 0 
T101 0 
T102 0 
T103 0 
T104 0 
T105 0 
T106 0 
T107 0 
T108 0 
T109 0 
T110 0 
T111 0 
T112 0 
T113 0 
T114 0 
T115 0 
T116 8 34(284) 53(110) 57(268) 80(322) 90(309) 103(149) 141(229) 149(26) 
T117 0 
T118 0 
T119 0 
T120 0 
T121 0 
T122 0 
T123 0 
T124 0 
T125 0 
T126 0 
T127 0 
T128 0 
T129 0 
T130 0 
T131 0 
T132 0 
T133 6 23(116) 37(277) 41(388) 76(10) 89(348) 205(388) 
T134 0 
T135 0 
T136 0 
T137 0 
T138 0 
T139 0 
T140 0 
T141 4 5(42) 30(257) 78(30) 127(226) 
T142 0 
T143 0 
T144 0 
T145 0 
T146 0 
T147 0 
T148 0 
T149 5 40(18) 63(357) 138(147) 143(221) 212(309) 
T150 0 
T151 0 
T152 0 
T153 0 
T154 0 
T155 0 
T156 0 
T157 0 
T158 0 
T159 0 
T160 0 
T161 0 
T162 0 
T163 0 
T164 0 
T165 0 
T166 0 
T167 0 
T168 0 
T169 0 
T170 0 
T171 0 
T172 0 
T173 0 
T174 0 
T175 0 
T176 0 
T177 0 
T178 0 
T179 0 
T180 0 
T181 0 
T182 0 
T183 0 
T184 0 
T185 0 
T186 0 
T187 5 19(312) 52(89) 106(238) 110(354) 203(369) 
T188 0 
T189 0 
T190 0 
T191 0 
T192 0 
T193 0 
T194 0 
T195 0 
T196 0 
T197 0 
T198 0 
T199 0 
T200 0 
T201 0 
T202 0 
T203 2 36(128) 97(74) 
T204 0 
T205 1 112(158) 
T206 0 
T207 0 
T208 0 
T209 0 
T210 0 
T211 0 
T212 6 31(49) 61(347) 136(3) 165(252) 189(223) 215(170) 
T213 0 
T214 0 
T215 6 2(54) 4(104) 33(227) 93(304) 217(379) 219(113) 
T216 0 
T217 7 65(306) 129(9) 142(213) 148(9) 177(125) 183(345) 234(312) 
T218 0 
T219 6 11(249) 68(253) 134(144) 185(82) 190(392) 221(366) 
T220 0 
T221 4 67(306) 147(114) 175(300) 179(245) 
T222 0 
T223 0 
T224 0 
T225 0 
T226 0 
T227 0 
T228 0 
T229 0 
T230 0 
T231 0 
T232 0 
T233 0 
T234 3 32(397) 51(69) 172(193) 
T235 0 
@proc 5
4450 0 0
1107 0 0
176 0 1
136 0 1
50 0 1
@times
26 83 2785 2718 13559 
17 301 470 938 7457 
17 188 2125 519 9623 
148 21 535 2071 133 
32 533 2986 2000 703 
67 295 1205 96 9658 
14 303 2909 307 10264 
174 413 3875 3241 4430 
126 555 3207 1866 7475 
116 710 2793 1300 8903 
76 486 756 3930 8000 
19 500 507 4027 5120 
78 433 86 3511 4395 
61 580 3753 4531 12857 
16 457 3375 1911 3789 
73 378 3225 1258 3804 
48 618 1207 4289 9945 
64 589 146 3139 3741 
7 557 821 3372 7200 
144 466 2566 900 2769 
89 181 2593 1278 9904 
99 343 2461 3162 7396 
80 569 3551 947 7583 
102 678 2118 2957 5164 
76 287 3525 3566 5714 
64 163 916 2024 4923 
107 193 976 833 3230 
128 549 3094 4780 10026 
123 135 925 4822 1600 
104 176 2464 3076 12923 
161 125 2321 1899 2149 
12 266 3483 684 3360 
14 581 2848 4240 3757 
75 379 3266 4971 4526 
92 227 2105 4646 11936 
16 21 1793 2619 8415 
100 157 1979 4653 3866 
152 481 2464 4654 5066 
12 62 1094 1668 2909 
37 186 1600 105 7555 
46 241 45 4257 13714 
117 28 621 88 1484 
169 280 1043 5470 7666 
86 669 38 1372 3846 
49 629 3329 857 7175 
32 516 1253 1936 3284 
153 42 1321 1295 5361 
177 335 2653 3444 7836 
58 125 3524 1294 7507 
87 578 78 715 4636 
150 286 2509 1693 250 
125 13 2558 3360 1696 
113 677 1022 3666 3142 
98 659 1717 1206 7298 
116 14 1064 1743 14074 
120 28 1369 955 1405 
135 271 1818 2965 15058 
134 424 128 1357 4215 
139 200 2165 727 14254 
67 272 3294 4650 7666 
35 450 39 2681 2285 
82 611 2150 1496 9239 
58 395 3759 3894 1617 
39 395 1267 116 4571 
118 616 3805 3380 7245 
26 442 1263 470 11125 
167 647 1923 2780 9386 
112 223 2995 89 7614 
162 149 968 4461 11118 
59 424 803 4491 5206 
89 289 4545 3069 7304 
150 350 2615 1060 2628 
98 478 4170 2036 774 
150 246 3294 1558 615 
169 284 465 4619 5000 
124 349 3683 1006 3301 
5 27 821 4335 5523 
107 317 182 594 8000 
101 180 373 3125 7222 
157 77 780 2576 5265 
17 550 3797 1047 7835 
92 422 958 1490 5368 
106 450 659 4218 7893 
144 174 1829 2033 7565 
16 504 1714 4871 2408 
14 541 3243 3363 8623 
121 301 1340 3304 5653 
99 258 2545 1900 9142 
57 412 3535 1341 2871 
39 667 2706 4832 105 
163 491 2155 1758 3093 
165 278 4301 432 14307 
60 7 3643 4139 3482 
48 35 82 3753 1485 
136 14 3563 627 3320 
105 307 2604 3200 10526 
167 222 3644 5263 2247 
151 500 1214 2750 767 
146 90 1990 4048 5037 
158 214 2138 1104 1481 
39 635 587 2035 4637 
141 460 3495 4658 6320 
107 160 3756 3416 266 
51 322 2990 4850 1471 
160 361 655 1356 2786 
1 577 3686 868 8436 
147 430 3652 594 4845 
110 21 3403 4200 1349 
150 7 3789 1815 8112 
85 629 2158 2260 5625 
71 221 2567 3288 8640 
113 321 1153 1090 3714 
160 43 2068 608 1056 
123 463 3567 2564 12933 
19 158 3565 1700 6100 
161 121 3494 1986 4129 
28 521 3920 5517 11594 
5 183 2737 4217 395 
35 261 484 2343 6400 
85 649 4146 1288 7402 
26 615 2161 47 355 
140 471 3317 811 11515 
12 128 2160 592 9100 
75 140 2052 4536 5621 
55 325 4067 3708 4800 
67 583 2350 712 2793 
87 55 3260 5142 6181 
144 388 2442 3779 12160 
174 14 1954 2870 12296 
17 286 3207 2835 6927 
138 470 134 3973 8421 
113 20 37 2966 6105 
91 679 1970 115 6274 
57 71 3191 2034 2778 
37 390 1431 3396 2571 
44 564 3692 1081 5686 
123 264 1035 5000 3680 
87 667 183 2105 1350 
144 322 169 162 9333 
46 507 3636 3726 459 
127 277 2857 2465 5777 
101 283 3316 536 969 
164 479 975 4858 3692 
16 134 2549 1600 2829 
116 515 4125 2473 2867 
25 56 893 2955 5440 
17 55 2429 2447 2222 
105 635 2227 3636 260 
44 157 358 3259 3516 
30 397 1148 5446 11254 
33 532 670 4626 7211 
60 528 1782 750 13285 
26 269 3200 4680 2702 
98 602 2341 1066 8636 
134 639 2584 2816 2074 
112 658 723 1324 7547 
66 354 2384 1940 4945 
91 557 1623 2028 3781 
7 612 3022 2945 2271 
19 250 1617 971 8000 
25 301 3661 1213 11875 
35 100 714 464 385 
96 697 1500 4547 3714 
94 425 3589 2993 8000 
91 352 410 2571 7308 
33 625 2941 2589 1333 
80 228 282 3473 3076 
21 462 2268 2952 3340 
149 448 2732 4338 2909 
73 281 3569 356 9379 
72 172 901 2113 12461 
110 385 2010 850 1634 
23 329 3748 3850 14400 
179 276 3340 3953 1777 
85 228 936 1909 3272 
60 536 86 2000 1745 
132 146 1161 3854 2909 
94 629 2318 3560 6644 
37 447 2679 1782 5265 
92 304 2376 4833 8571 
67 153 4086 3304 9384 
66 589 3608 1494 11636 
153 171 2869 1824 4897 
23 347 2681 2139 11104 
77 155 3294 842 4042 
48 86 3958 1973 3714 
34 396 2442 3341 6913 
32 7 287 3687 6200 
136 316 3809 3928 9185 
66 155 615 3409 7333 
65 507 3306 400 8123 
19 444 3266 4387 3946 
129 56 2103 2913 172 
89 512 923 89 3282 
129 695 2310 4178 1555 
26 131 41 1350 5979 
169 220 2240 2666 2057 
53 331 1414 1095 1309 
44 301 2616 558 3471 
14 464 812 1813 2333 
123 228 2488 1022 4352 
39 299 774 2861 6300 
62 407 504 3025 12551 
139 695 3720 2925 10264 
121 611 3217 2263 8000 
73 364 2095 864 10388 
60 572 2133 3866 5647 
78 214 4067 4550 10800 
44 63 1389 3703 3803 
168 666 3310 2941 4549 
37 356 2222 434 6315 
23 71 1920 170 7152 
107 315 126 2515 7142 
110 35 1462 2216 1655 
168 361 1621 2695 8555 
126 585 636 2509 8190 
108 653 3349 4183 8477 
153 354 2604 2265 10555 
139 437 3850 934 4273 
157 143 3746 2375 7146 
129 406 3296 1113 1032 
21 383 833 4106 6746 
154 278 2530 547 6376 
130 14 1900 622 2615 
171 190 2751 1828 8133 
5 666 2297 3932 11254 
113 702 43 2011 7396 
131 577 994 913 5500 
72 452 2497 903 2400 
164 632 1113 4022 7915 
17 231 3492 44 6823 
127 303 630 2754 4800 
3 93 710 919 5360 
3 372 3803 619 2388 
128 91 1955 923 2298 
174 585 2592 4927 1837 
@cost
138 59 8 24 0 
206 20 26 17 15 
197 21 3 25 30 
24 191 24 48 33 
135 28 40 10 32 
56 43 19 55 34 
233 15 7 25 8 
51 22 10 41 23 
48 6 14 11 14 
34 45 8 28 43 
60 44 28 21 32 
213 23 36 7 19 
44 21 49 49 46 
61 27 1 10 36 
207 53 6 2 42 
88 28 8 17 23 
91 45 8 3 0 
81 50 26 1 32 
481 37 21 49 25 
64 17 7 34 44 
71 29 24 25 13 
73 58 13 39 40 
87 40 42 28 41 
68 51 19 6 10 
59 58 37 5 1 
54 22 17 46 25 
77 22 10 31 44 
38 37 49 27 5 
52 61 30 35 39 
57 62 31 9 35 
40 61 28 35 10 
275 48 45 8 8 
258 28 43 45 14 
84 54 6 23 23 
50 38 42 38 6 
230 195 36 41 16 
34 38 4 36 49 
26 19 11 47 25 
271 68 40 6 18 
124 28 37 44 26 
113 46 90 46 4 
73 121 33 80 2 
30 45 39 21 29 
42 12 86 50 45 
85 32 37 41 36 
149 21 49 33 34 
53 97 35 39 36 
50 30 13 33 30 
60 46 15 23 18 
66 24 80 53 49 
54 35 3 5 33 
62 248 32 24 14 
63 29 8 8 23 
69 36 31 46 11 
39 232 11 42 27 
60 157 27 21 29 
72 30 14 34 38 
71 9 25 27 1 
64 51 10 20 18 
85 24 24 5 49 
111 38 118 46 3 
71 29 20 46 18 
75 9 31 24 18 
130 24 29 57 3 
72 8 10 29 25 
139 52 25 31 11 
49 6 13 45 49 
53 24 26 77 9 
58 30 19 44 21 
67 26 7 49 32 
45 39 42 15 25 
69 13 40 27 39 
75 25 21 8 31 
50 56 25 7 32 
18 24 33 9 2 
56 18 6 29 17 
657 151 51 4 21 
52 19 52 47 6 
46 33 36 22 5 
29 51 9 20 9 
191 7 19 38 7 
75 25 52 42 22 
39 31 52 31 30 
38 31 33 10 35 
222 43 45 25 2 
257 23 32 24 18 
49 51 28 48 44 
52 36 21 12 38 
81 40 36 38 13 
129 12 9 32 69 
36 40 36 11 41 
45 57 22 44 13 
78 501 12 10 35 
99 117 77 39 43 
61 228 16 28 10 
67 15 25 3 23 
47 50 32 49 6 
60 33 19 34 14 
37 58 30 45 37 
57 44 46 22 47 
95 17 46 23 26 
37 34 20 17 23 
40 32 14 49 30 
92 28 18 39 24 
47 30 31 30 19 
3239 29 6 33 18 
